room_type,reviews,overall_satisfaction,accommodates,bedrooms,price
Entire home/apt,10,5,6,3,299
Entire home/apt,2,0,9,3,300
Entire home/apt,0,0,8,4,300
Entire home/apt,0,0,6,3,300
Entire home/apt,0,0,3,1,250
Entire home/apt,0,0,2,1,250
Entire home/apt,16,4.5,9,4,225
Entire home/apt,4,3.5,6,3,235
Entire home/apt,4,4,10,2,250
Entire home/apt,0,0,9,3,225
Entire home/apt,0,0,4,0,250
Entire home/apt,0,0,8,3,300
Entire home/apt,0,0,8,4,225
Entire home/apt,6,5,10,6,250
Entire home/apt,0,0,6,3,250
Entire home/apt,0,0,5,2,205
Entire home/apt,1,0,8,3,250
Entire home/apt,0,0,6,2,299
Entire home/apt,8,4.5,4,2,225
Entire home/apt,0,0,6,3,209
Entire home/apt,9,4.5,3,1,275
Entire home/apt,0,0,2,1,300
Entire home/apt,0,0,6,3,300
Entire home/apt,18,5,6,2,275
Entire home/apt,4,5,4,2,250
Entire home/apt,0,0,10,4,250
Entire home/apt,22,5,14,5,255
Entire home/apt,6,4.5,8,3,220
Entire home/apt,1,0,2,1,259
Entire home/apt,0,0,4,2,275
Entire home/apt,19,5,6,2,270
Entire home/apt,0,0,4,2,250
Entire home/apt,5,4.5,4,1,278
Entire home/apt,0,0,5,2,297
Entire home/apt,2,0,5,2,229
Entire home/apt,0,0,3,2,250
Entire home/apt,11,5,8,2,229
Entire home/apt,5,5,7,4,300
Entire home/apt,9,5,9,3,250
Entire home/apt,13,4.5,8,3,299
Entire home/apt,5,4.5,5,2,250
Entire home/apt,1,0,7,3,250
Entire home/apt,6,5,5,2,240
Entire home/apt,0,0,2,0,300
Entire home/apt,59,4.5,6,3,205
Entire home/apt,5,4.5,5,1,239
Entire home/apt,1,0,10,5,299
Entire home/apt,12,5,6,3,299
Entire home/apt,4,5,7,2,250
Entire home/apt,55,5,6,2,279
Entire home/apt,0,0,6,3,239
Entire home/apt,0,0,4,1,300
Entire home/apt,47,4.5,6,3,229
Entire home/apt,23,5,8,3,225
Entire home/apt,51,5,6,3,249
Entire home/apt,0,0,6,3,280
Entire home/apt,22,5,8,2,295
Entire home/apt,15,5,5,2,215
Entire home/apt,25,4.5,10,4,269
Entire home/apt,0,0,2,1,250
Entire home/apt,7,4.5,6,3,250
Entire home/apt,70,5,7,2,220
Entire home/apt,0,0,4,1,300
Entire home/apt,1,0,6,2,300
Entire home/apt,1,0,4,2,225
Entire home/apt,0,0,8,4,300
Entire home/apt,35,5,6,3,300
Entire home/apt,18,4.5,6,3,300
Entire home/apt,1,0,4,2,250
Entire home/apt,1,0,4,1,250
Entire home/apt,13,4.5,14,3,215
Entire home/apt,0,0,8,2,300
Entire home/apt,14,5,6,2,220
Entire home/apt,6,5,6,3,250
Entire home/apt,14,5,8,3,299
Entire home/apt,42,4.5,5,3,300
Entire home/apt,2,0,10,3,250
Entire home/apt,0,0,6,3,230
Entire home/apt,0,0,11,4,299
Entire home/apt,1,0,3,2,230
Entire home/apt,0,0,6,2,256
Entire home/apt,3,5,6,3,280
Entire home/apt,1,0,5,3,250
Entire home/apt,0,0,4,2,299
Entire home/apt,34,5,5,2,275
Entire home/apt,0,0,7,2,250
Entire home/apt,2,0,4,2,225
Entire home/apt,19,5,8,3,225
Entire home/apt,5,5,6,3,275
Entire home/apt,43,5,6,2,225
Entire home/apt,19,5,9,3,225
Entire home/apt,12,5,4,2,221
Entire home/apt,0,0,5,2,250
Entire home/apt,1,0,8,3,250
Entire home/apt,22,5,4,2,224
Entire home/apt,9,5,8,3,300
Entire home/apt,2,0,4,1,300
Entire home/apt,6,5,2,1,270
Entire home/apt,31,5,4,2,233
Entire home/apt,0,0,3,1,275
Entire home/apt,0,0,4,2,250
Entire home/apt,9,5,8,3,285
Entire home/apt,14,5,16,4,285
Entire home/apt,21,5,10,3,295
Entire home/apt,41,5,8,2,230
Entire home/apt,0,0,6,3,300
Entire home/apt,10,5,8,3,270
Entire home/apt,17,5,6,2,245
Entire home/apt,7,5,6,3,225
Entire home/apt,9,5,15,5,249
Entire home/apt,3,5,6,2,250
Entire home/apt,6,5,4,1,185
Entire home/apt,5,4.5,5,2,199
Entire home/apt,17,5,2,1,200
Entire home/apt,9,5,6,2,200
Entire home/apt,0,0,3,2,185
Entire home/apt,0,0,5,2,200
Entire home/apt,0,0,2,1,199
Entire home/apt,1,0,2,1,200
Entire home/apt,46,4.5,6,2,195
Entire home/apt,8,4.5,4,2,199
Entire home/apt,0,0,3,1,199
Entire home/apt,2,0,4,1,200
Entire home/apt,5,5,3,2,185
Entire home/apt,49,5,4,1,200
Entire home/apt,1,0,4,2,199
Entire home/apt,17,5,2,1,195
Entire home/apt,0,0,2,1,200
Entire home/apt,0,0,4,2,200
Entire home/apt,3,5,4,1,200
Entire home/apt,0,0,4,2,200
Entire home/apt,4,5,6,1,199
Entire home/apt,1,0,4,2,200
Entire home/apt,0,0,4,1,200
Entire home/apt,4,4.5,2,1,200
Entire home/apt,7,5,2,1,187
Entire home/apt,0,0,8,4,200
Entire home/apt,5,5,8,3,181
Entire home/apt,0,0,4,2,200
Entire home/apt,10,5,3,1,200
Entire home/apt,8,5,5,2,185
Entire home/apt,1,0,4,1,199
Entire home/apt,44,5,4,1,199
Entire home/apt,2,0,6,2,190
Entire home/apt,15,4.5,5,2,189
Entire home/apt,0,0,6,2,200
Entire home/apt,1,0,6,2,200
Entire home/apt,0,0,2,1,200
Entire home/apt,1,0,5,2,200
Entire home/apt,1,0,4,2,200
Entire home/apt,8,5,4,2,199
Entire home/apt,5,5,4,2,200
Entire home/apt,0,0,9,3,191
Entire home/apt,1,0,4,2,200
Entire home/apt,4,5,4,1,199
Entire home/apt,2,0,8,3,200
Entire home/apt,1,0,3,0,200
Entire home/apt,1,0,4,2,200
Entire home/apt,9,4.5,4,2,199
Entire home/apt,1,0,8,3,200
Entire home/apt,9,4.5,6,2,185
Entire home/apt,31,5,6,3,200
Entire home/apt,0,0,4,2,189
Entire home/apt,17,4.5,4,2,195
Entire home/apt,30,4.5,8,2,196
Entire home/apt,10,4.5,2,1,185
Entire home/apt,86,4.5,8,3,190
Entire home/apt,88,5,4,2,200
Entire home/apt,5,4.5,6,4,200
Entire home/apt,8,5,6,2,184
Entire home/apt,23,4.5,5,2,200
Entire home/apt,0,0,4,1,190
Entire home/apt,37,5,8,3,199
Entire home/apt,17,4.5,5,3,185
Entire home/apt,17,5,8,3,195
Entire home/apt,15,5,5,3,199
Entire home/apt,18,5,5,2,190
Entire home/apt,33,5,4,2,200
Entire home/apt,37,4.5,11,3,188
Entire home/apt,54,5,6,3,199
Entire home/apt,41,5,3,1,189
Entire home/apt,34,5,5,1,195
Entire home/apt,127,4.5,8,3,200
Entire home/apt,56,5,4,2,188
Entire home/apt,1,0,7,3,185
Entire home/apt,33,5,3,1,200
Entire home/apt,33,5,4,2,200
Entire home/apt,13,4.5,2,1,190
Entire home/apt,0,0,4,1,200
Entire home/apt,3,5,3,1,200
Entire home/apt,0,0,2,1,200
Entire home/apt,0,0,4,2,189
Entire home/apt,8,4,4,2,190
Entire home/apt,1,0,8,5,199
Entire home/apt,23,5,6,2,199
Entire home/apt,52,4.5,12,3,199
Entire home/apt,4,4.5,10,4,190
Entire home/apt,0,0,2,1,200
Entire home/apt,1,0,5,2,200
Entire home/apt,6,5,2,1,199
Entire home/apt,5,5,6,2,200
Entire home/apt,0,0,2,1,200
Entire home/apt,0,0,6,2,200
Entire home/apt,1,0,8,3,200
Entire home/apt,123,5,4,2,199
Entire home/apt,0,0,4,2,200
Entire home/apt,0,0,4,1,199
Entire home/apt,1,0,4,2,200
Entire home/apt,3,4,1,0,200
Entire home/apt,0,0,4,2,200
Entire home/apt,0,0,5,2,200
Entire home/apt,62,5,4,2,185
Entire home/apt,1,0,4,1,200
Entire home/apt,0,0,4,2,200
Entire home/apt,2,0,4,3,200
Entire home/apt,51,3.5,10,4,199
Entire home/apt,8,4.5,3,1,199
Entire home/apt,0,0,3,0,199
Entire home/apt,0,0,9,4,200
Entire home/apt,0,0,6,3,200
Entire home/apt,4,5,4,1,195
Entire home/apt,1,0,4,2,200
Entire home/apt,2,0,8,2,200
Entire home/apt,3,5,4,1,200
Entire home/apt,7,5,4,1,200
Entire home/apt,8,5,5,1,199
Entire home/apt,0,0,3,1,190
Entire home/apt,103,5,4,1,200
Entire home/apt,0,0,4,1,200
Entire home/apt,48,5,8,3,193
Entire home/apt,109,4.5,6,3,200
Entire home/apt,0,0,4,1,200
Entire home/apt,5,5,4,1,195
Entire home/apt,57,4.5,8,3,194
Entire home/apt,79,5,9,4,196
Entire home/apt,26,4.5,4,2,199
Entire home/apt,2,0,2,1,199
Entire home/apt,5,5,6,2,195
Entire home/apt,20,5,2,1,200
Entire home/apt,0,0,6,3,199
Entire home/apt,6,5,5,2,199
Entire home/apt,43,4.5,4,2,200
Entire home/apt,16,5,6,2,185
Entire home/apt,1,0,2,1,200
Entire home/apt,9,4.5,4,2,185
Entire home/apt,4,5,4,1,199
Entire home/apt,34,4.5,10,3,199
Entire home/apt,32,4.5,4,1,200
Entire home/apt,25,5,3,1,185
Entire home/apt,1,0,4,2,200
Entire home/apt,0,0,6,2,199
Entire home/apt,3,5,5,2,199
Entire home/apt,1,0,4,1,199
Entire home/apt,5,5,2,1,199
Entire home/apt,12,5,2,1,190
Entire home/apt,2,0,7,2,199
Entire home/apt,0,0,4,0,189
Entire home/apt,12,5,4,2,200
Entire home/apt,1,0,6,3,199
Entire home/apt,33,4,8,3,186
Entire home/apt,19,5,4,2,199
Entire home/apt,0,0,2,1,187
Entire home/apt,38,5,4,2,189
Entire home/apt,22,5,8,3,200
Entire home/apt,4,5,2,1,200
Entire home/apt,1,0,3,0,200
Entire home/apt,0,0,8,2,200
Entire home/apt,1,0,4,2,195
Entire home/apt,9,5,5,1,199
Entire home/apt,4,5,4,1,199
Entire home/apt,2,0,6,2,199
Entire home/apt,14,5,4,1,200
Entire home/apt,16,5,13,5,200
Entire home/apt,0,0,4,1,200
Entire home/apt,25,4.5,6,3,189
Entire home/apt,31,5,4,2,185
Entire home/apt,1,0,6,2,188
Entire home/apt,34,5,2,0,199
Entire home/apt,6,5,6,2,200
Entire home/apt,19,5,8,3,199
Entire home/apt,3,4.5,16,4,194
Entire home/apt,26,5,7,4,200
Entire home/apt,0,0,4,1,200
Entire home/apt,28,4.5,8,3,189
Entire home/apt,0,0,5,2,186
Entire home/apt,42,5,4,2,199
Entire home/apt,114,5,2,1,195
Entire home/apt,18,5,6,2,185
Entire home/apt,10,5,3,1,199
Entire home/apt,19,5,7,4,199
Entire home/apt,41,5,4,2,200
Entire home/apt,25,4.5,8,3,189
Entire home/apt,3,5,3,1,190
Entire home/apt,1,0,6,2,200
Entire home/apt,8,5,8,3,200
Entire home/apt,0,0,5,2,199
Entire home/apt,1,0,5,2,183
Entire home/apt,0,0,5,2,190
Entire home/apt,28,5,3,1,200
Entire home/apt,1,0,5,2,181
Entire home/apt,9,5,5,2,199
Entire home/apt,1,0,2,1,199
Entire home/apt,45,4.5,6,3,199
Entire home/apt,16,5,6,2,200
Entire home/apt,0,0,3,1,200
Entire home/apt,0,0,3,1,189
Entire home/apt,3,4.5,8,2,199
Entire home/apt,1,0,5,3,195
Entire home/apt,0,0,2,1,200
Entire home/apt,1,0,1,0,200
Entire home/apt,0,0,5,2,189
Entire home/apt,1,0,3,1,199
Entire home/apt,1,0,5,2,199
Entire home/apt,1,0,5,2,199
Entire home/apt,1,0,3,1,199
Entire home/apt,3,4,5,2,199
Entire home/apt,1,0,4,2,199
Entire home/apt,25,5,6,2,200
Entire home/apt,16,4.5,2,0,189
Entire home/apt,0,0,8,0,200
Entire home/apt,5,4,8,3,193
Entire home/apt,19,5,6,3,195
Entire home/apt,94,5,6,3,199
Entire home/apt,3,5,5,2,194
Entire home/apt,4,4.5,8,4,199
Entire home/apt,3,5,10,2,199
Entire home/apt,0,0,5,2,199
Entire home/apt,0,0,5,2,199
Entire home/apt,0,0,10,4,199
Entire home/apt,0,0,4,2,200
Entire home/apt,0,0,3,1,199
Entire home/apt,50,5,6,2,200
Entire home/apt,11,5,4,1,195
Entire home/apt,73,4.5,4,1,198
Entire home/apt,30,5,4,1,200
Entire home/apt,0,0,3,1,200
Entire home/apt,1,0,3,1,189
Entire home/apt,0,0,4,1,199
Entire home/apt,3,5,4,1,199
Entire home/apt,4,5,7,3,195
Entire home/apt,54,5,6,2,190
Entire home/apt,0,0,5,2,199
Entire home/apt,5,3,7,2,200
Entire home/apt,1,0,5,2,199
Entire home/apt,0,0,3,1,199
Entire home/apt,0,0,3,1,199
Entire home/apt,0,0,5,2,199
Entire home/apt,0,0,3,1,189
Entire home/apt,0,0,4,2,190
Entire home/apt,29,4.5,6,3,189
Entire home/apt,1,0,2,1,195
Entire home/apt,1,0,5,2,185
Entire home/apt,0,0,6,3,200
Entire home/apt,0,0,3,1,189
Entire home/apt,2,0,5,2,199
Entire home/apt,46,5,4,1,193
Entire home/apt,5,5,10,3,199
Entire home/apt,42,5,6,2,183
Entire home/apt,0,0,2,1,199
Entire home/apt,7,5,5,2,200
Entire home/apt,5,4.5,4,1,190
Entire home/apt,28,4.5,12,4,200
Entire home/apt,2,0,4,1,185
Entire home/apt,12,5,6,1,195
Entire home/apt,4,5,5,2,199
Entire home/apt,0,0,3,1,189
Entire home/apt,1,0,5,2,199
Entire home/apt,0,0,1,0,182
Entire home/apt,1,0,5,2,199
Entire home/apt,0,0,3,1,199
Entire home/apt,0,0,6,4,200
Entire home/apt,5,4.5,5,2,199
Entire home/apt,0,0,1,1,182
Entire home/apt,7,4,3,1,199
Entire home/apt,0,0,10,4,200
Entire home/apt,0,0,5,2,189
Entire home/apt,1,0,3,1,199
Entire home/apt,0,0,3,1,199
Entire home/apt,1,0,2,1,185
Entire home/apt,3,5,2,1,200
Entire home/apt,8,4.5,4,2,195
Entire home/apt,1,0,6,2,200
Entire home/apt,42,5,6,3,199
Entire home/apt,14,5,2,2,200
Entire home/apt,5,5,2,1,189
Entire home/apt,4,5,6,3,199
Entire home/apt,0,0,4,2,199
Entire home/apt,0,0,2,1,200
Entire home/apt,0,0,4,2,199
Entire home/apt,0,0,3,1,197
Entire home/apt,0,0,3,1,200
Entire home/apt,0,0,4,1,190
Entire home/apt,0,0,2,1,200
Entire home/apt,2,0,4,1,185
Entire home/apt,33,5,6,2,189
Entire home/apt,72,5,6,2,185
Entire home/apt,0,0,5,2,185
Entire home/apt,2,0,5,3,200
Entire home/apt,1,0,3,1,200
Entire home/apt,10,4.5,4,2,189
Entire home/apt,25,5,4,2,200
Entire home/apt,6,5,8,2,199
Entire home/apt,14,5,8,3,199
Entire home/apt,34,5,6,2,200
Entire home/apt,11,5,4,1,200
Entire home/apt,22,5,5,2,195
Entire home/apt,1,0,7,2,200
Entire home/apt,1,0,7,3,200
Entire home/apt,1,0,3,1,185
Entire home/apt,92,4.5,8,2,199
Entire home/apt,4,5,3,1,185
Entire home/apt,1,0,6,2,200
Entire home/apt,8,5,4,1,200
Entire home/apt,72,5,7,2,188
Entire home/apt,7,5,3,1,185
Entire home/apt,5,5,4,2,185
Entire home/apt,4,4.5,6,3,200
Entire home/apt,15,5,4,2,199
Entire home/apt,1,0,7,3,192
Entire home/apt,38,5,6,2,198
Entire home/apt,1,0,5,2,195
Entire home/apt,86,5,8,3,197
Entire home/apt,18,4.5,8,3,195
Entire home/apt,31,5,5,2,188
Entire home/apt,7,4.5,2,1,199
Entire home/apt,96,4.5,4,2,200
Entire home/apt,25,5,6,2,190
Entire home/apt,1,0,3,0,190
Entire home/apt,7,5,5,2,188
Entire home/apt,19,5,2,0,185
Entire home/apt,30,5,14,3,199
Entire home/apt,15,4.5,6,2,199
Entire home/apt,33,4.5,6,2,189
Entire home/apt,33,5,3,1,200
Entire home/apt,18,5,5,4,189
Entire home/apt,11,5,2,0,200
Entire home/apt,106,5,4,2,199
Entire home/apt,14,5,2,1,185
Entire home/apt,6,5,6,2,200
Entire home/apt,0,0,2,0,200
Entire home/apt,33,5,6,2,200
Entire home/apt,134,5,6,2,190
Entire home/apt,16,5,6,2,200
Entire home/apt,36,5,5,2,190
Entire home/apt,2,0,4,1,190
Entire home/apt,27,5,3,1,195
Entire home/apt,3,5,3,2,195
Entire home/apt,16,5,6,3,190
Entire home/apt,46,4.5,4,2,195
Entire home/apt,10,5,6,3,185
Entire home/apt,4,5,6,1,198
Entire home/apt,54,5,2,1,200
Entire home/apt,1,0,5,2,200
Entire home/apt,8,4.5,6,2,199
Entire home/apt,15,5,4,1,185
Entire home/apt,4,5,12,3,189
Entire home/apt,8,5,3,1,199
Entire home/apt,3,5,6,2,185
Entire home/apt,0,0,6,2,180
Entire home/apt,0,0,3,3,150
Entire home/apt,2,0,3,1,149
Entire home/apt,0,0,6,2,160
Entire home/apt,81,4.5,5,3,145
Entire home/apt,0,0,2,0,150
Entire home/apt,11,4,4,2,160
Entire home/apt,10,5,6,2,150
Entire home/apt,2,0,6,3,165
Entire home/apt,0,0,10,4,159
Entire home/apt,10,5,2,1,159
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,5,2,169
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,165
Entire home/apt,2,0,3,2,159
Entire home/apt,1,0,3,1,169
Entire home/apt,1,0,3,1,169
Entire home/apt,0,0,5,2,172
Entire home/apt,0,0,5,2,171
Entire home/apt,0,0,5,2,175
Entire home/apt,0,0,5,2,172
Entire home/apt,0,0,5,2,175
Entire home/apt,0,0,8,2,180
Entire home/apt,2,0,4,2,150
Entire home/apt,3,5,6,3,165
Entire home/apt,0,0,8,3,140
Entire home/apt,0,0,11,4,140
Entire home/apt,2,0,1,1,160
Entire home/apt,0,0,4,2,159
Entire home/apt,0,0,2,1,150
Entire home/apt,4,4.5,4,0,155
Entire home/apt,0,0,5,2,175
Entire home/apt,35,4.5,8,2,150
Entire home/apt,1,0,5,2,177
Entire home/apt,13,5,6,1,145
Entire home/apt,11,5,2,1,145
Entire home/apt,0,0,4,1,145
Entire home/apt,5,4.5,2,1,180
Entire home/apt,0,0,6,4,146
Entire home/apt,2,0,5,2,179
Entire home/apt,3,3.5,3,1,169
Entire home/apt,0,0,5,2,180
Entire home/apt,1,0,3,1,169
Entire home/apt,0,0,3,1,148
Entire home/apt,0,0,3,1,169
Entire home/apt,1,0,5,2,179
Entire home/apt,45,5,3,1,170
Entire home/apt,1,0,4,1,180
Entire home/apt,0,0,6,3,180
Entire home/apt,0,0,4,1,146
Entire home/apt,0,0,5,3,150
Entire home/apt,7,5,4,1,150
Entire home/apt,1,0,2,1,153
Entire home/apt,0,0,4,1,156
Entire home/apt,4,5,4,2,150
Entire home/apt,4,3.5,5,2,145
Entire home/apt,0,0,6,3,148
Entire home/apt,0,0,4,2,155
Entire home/apt,1,0,2,0,150
Entire home/apt,34,4.5,7,3,149
Entire home/apt,6,4.5,3,2,150
Entire home/apt,169,5,6,1,150
Entire home/apt,8,5,2,1,145
Entire home/apt,46,5,6,2,165
Entire home/apt,21,5,3,2,175
Entire home/apt,51,5,6,2,175
Entire home/apt,6,5,2,1,149
Entire home/apt,1,0,2,1,180
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,5,2,175
Entire home/apt,0,0,5,2,180
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,148
Entire home/apt,0,0,3,1,142
Entire home/apt,0,0,3,1,148
Entire home/apt,15,5,3,1,160
Entire home/apt,3,4.5,2,1,149
Entire home/apt,5,5,5,2,177
Entire home/apt,1,0,3,1,169
Entire home/apt,2,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,1,0,3,1,148
Entire home/apt,0,0,5,2,177
Entire home/apt,1,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,1,0,2,1,150
Entire home/apt,0,0,2,1,180
Entire home/apt,1,0,2,1,150
Entire home/apt,1,0,4,2,175
Entire home/apt,1,0,2,1,175
Entire home/apt,4,5,6,1,160
Entire home/apt,0,0,5,2,172
Entire home/apt,2,0,5,2,145
Entire home/apt,1,0,2,1,150
Entire home/apt,6,5,2,1,145
Entire home/apt,2,0,3,1,175
Entire home/apt,3,5,2,2,176
Entire home/apt,40,4.5,5,1,149
Entire home/apt,7,4.5,6,2,145
Entire home/apt,4,5,3,1,175
Entire home/apt,1,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,2,0,3,1,175
Entire home/apt,3,5,4,2,165
Entire home/apt,15,5,4,1,145
Entire home/apt,1,0,4,1,150
Entire home/apt,6,4.5,6,2,175
Entire home/apt,13,5,2,0,150
Entire home/apt,0,0,4,2,150
Entire home/apt,18,5,4,2,150
Entire home/apt,6,5,6,2,146
Entire home/apt,22,5,2,1,145
Entire home/apt,23,5,2,1,160
Entire home/apt,1,0,2,1,180
Entire home/apt,7,4.5,4,2,170
Entire home/apt,56,5,6,2,180
Entire home/apt,1,0,3,1,170
Entire home/apt,2,0,3,1,169
Entire home/apt,14,4,2,1,160
Entire home/apt,1,0,2,1,150
Entire home/apt,0,0,2,1,150
Entire home/apt,32,4.5,2,0,160
Entire home/apt,1,0,2,1,165
Entire home/apt,30,5,3,1,173
Entire home/apt,15,4.5,4,2,155
Entire home/apt,25,5,6,2,160
Entire home/apt,0,0,2,0,149
Entire home/apt,5,5,4,1,175
Entire home/apt,1,0,2,1,150
Entire home/apt,1,0,4,1,150
Entire home/apt,20,5,4,1,150
Entire home/apt,8,5,4,1,150
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,32,5,2,1,170
Entire home/apt,9,5,2,1,142
Entire home/apt,2,0,3,1,169
Entire home/apt,0,0,3,1,169
Entire home/apt,6,4.5,5,1,150
Entire home/apt,0,0,2,1,151
Entire home/apt,0,0,3,2,150
Entire home/apt,1,0,2,1,141
Entire home/apt,12,5,4,2,149
Entire home/apt,18,5,2,1,150
Entire home/apt,5,4.5,5,2,175
Entire home/apt,10,4.5,2,1,149
Entire home/apt,0,0,4,1,180
Entire home/apt,1,0,2,1,165
Entire home/apt,0,0,4,1,150
Entire home/apt,5,5,4,1,150
Entire home/apt,7,5,2,1,180
Entire home/apt,11,5,2,0,150
Entire home/apt,28,5,6,2,149
Entire home/apt,13,5,5,2,180
Entire home/apt,0,0,3,0,150
Entire home/apt,0,0,4,1,160
Entire home/apt,14,4.5,5,2,180
Entire home/apt,1,0,4,2,150
Entire home/apt,5,5,2,1,169
Entire home/apt,5,5,4,2,180
Entire home/apt,1,0,6,3,150
Entire home/apt,9,4.5,5,1,175
Entire home/apt,5,4,4,0,150
Entire home/apt,2,0,3,1,150
Entire home/apt,21,5,6,2,159
Entire home/apt,0,0,4,2,150
Entire home/apt,24,4.5,4,2,172
Entire home/apt,7,5,10,3,175
Entire home/apt,7,4.5,3,1,146
Entire home/apt,2,0,2,1,159
Entire home/apt,1,0,3,1,150
Entire home/apt,1,0,4,2,159
Entire home/apt,0,0,2,0,159
Entire home/apt,0,0,3,1,175
Entire home/apt,0,0,4,2,157
Entire home/apt,0,0,4,2,150
Entire home/apt,3,5,3,1,175
Entire home/apt,7,5,4,1,169
Entire home/apt,0,0,2,0,155
Entire home/apt,1,0,2,1,144
Entire home/apt,6,4,4,1,150
Entire home/apt,61,4.5,6,2,159
Entire home/apt,0,0,3,1,150
Entire home/apt,0,0,2,1,175
Entire home/apt,16,5,4,2,170
Entire home/apt,7,3.5,5,1,180
Entire home/apt,0,0,3,1,160
Entire home/apt,0,0,4,1,150
Entire home/apt,49,4.5,3,1,179
Entire home/apt,7,4.5,4,1,150
Entire home/apt,5,3.5,2,1,179
Entire home/apt,27,4.5,6,2,175
Entire home/apt,0,0,6,2,169
Entire home/apt,38,4.5,6,2,149
Entire home/apt,9,5,3,1,146
Entire home/apt,21,4.5,6,2,149
Entire home/apt,4,5,3,1,150
Entire home/apt,19,4.5,6,2,149
Entire home/apt,38,4.5,6,2,159
Entire home/apt,69,5,4,1,150
Entire home/apt,176,5,6,2,151
Entire home/apt,12,5,2,1,179
Entire home/apt,13,5,3,1,170
Entire home/apt,9,4.5,3,1,168
Entire home/apt,1,0,6,2,165
Entire home/apt,0,0,4,1,149
Entire home/apt,0,0,3,1,150
Entire home/apt,6,5,2,1,150
Entire home/apt,0,0,6,2,150
Entire home/apt,8,5,4,2,179
Entire home/apt,11,5,8,3,174
Entire home/apt,1,0,8,2,175
Entire home/apt,0,0,5,2,170
Entire home/apt,17,5,4,2,154
Entire home/apt,11,4.5,2,1,150
Entire home/apt,9,5,2,1,150
Entire home/apt,29,5,6,2,180
Entire home/apt,1,0,5,3,150
Entire home/apt,0,0,2,1,150
Entire home/apt,0,0,2,1,175
Entire home/apt,10,4,3,1,150
Entire home/apt,3,4.5,2,0,162
Entire home/apt,0,0,4,1,150
Entire home/apt,12,4.5,6,2,175
Entire home/apt,0,0,8,3,180
Entire home/apt,0,0,3,1,150
Entire home/apt,13,5,4,1,155
Entire home/apt,2,0,6,3,175
Entire home/apt,75,4.5,6,1,150
Entire home/apt,0,0,3,1,175
Entire home/apt,8,4.5,4,1,155
Entire home/apt,0,0,6,2,149
Entire home/apt,2,0,3,1,169
Entire home/apt,0,0,6,1,150
Entire home/apt,1,0,5,2,165
Entire home/apt,5,4.5,2,0,150
Entire home/apt,0,0,6,3,175
Entire home/apt,11,4,2,2,150
Entire home/apt,7,5,6,2,150
Entire home/apt,0,0,8,3,150
Entire home/apt,2,0,4,1,180
Entire home/apt,0,0,6,2,150
Entire home/apt,12,5,6,2,150
Entire home/apt,13,5,4,2,175
Entire home/apt,1,0,7,2,170
Entire home/apt,1,0,6,2,155
Entire home/apt,0,0,3,1,150
Entire home/apt,2,0,2,1,150
Entire home/apt,0,0,4,2,150
Entire home/apt,53,5,6,3,175
Entire home/apt,0,0,5,2,155
Entire home/apt,3,5,4,2,175
Entire home/apt,6,5,4,2,158
Entire home/apt,4,5,4,2,180
Entire home/apt,65,4.5,8,3,160
Entire home/apt,0,0,2,0,150
Entire home/apt,13,5,4,2,149
Entire home/apt,29,4.5,6,2,149
Entire home/apt,11,4.5,4,2,175
Entire home/apt,19,5,4,1,179
Entire home/apt,0,0,2,0,175
Entire home/apt,0,0,8,2,164
Entire home/apt,12,5,3,1,149
Entire home/apt,11,5,8,3,160
Entire home/apt,10,5,4,1,149
Entire home/apt,3,5,2,0,150
Entire home/apt,19,5,5,2,159
Entire home/apt,7,4.5,4,1,145
Entire home/apt,11,5,6,2,150
Entire home/apt,1,0,4,1,175
Entire home/apt,18,5,2,0,160
Entire home/apt,2,0,3,0,150
Entire home/apt,0,0,4,1,176
Entire home/apt,63,5,6,1,163
Entire home/apt,3,5,3,0,145
Entire home/apt,0,0,2,2,150
Entire home/apt,0,0,2,1,169
Entire home/apt,0,0,2,1,150
Entire home/apt,1,0,6,2,150
Entire home/apt,5,5,2,0,150
Entire home/apt,6,5,8,2,175
Entire home/apt,3,5,5,2,175
Entire home/apt,15,4.5,4,1,142
Entire home/apt,10,5,6,2,160
Entire home/apt,11,4.5,2,1,149
Entire home/apt,2,0,4,2,175
Entire home/apt,21,5,4,2,175
Entire home/apt,0,0,7,3,175
Entire home/apt,0,0,6,3,150
Entire home/apt,2,0,4,2,149
Entire home/apt,8,5,2,1,155
Entire home/apt,33,4.5,4,1,145
Entire home/apt,1,0,4,2,150
Entire home/apt,2,0,4,2,150
Entire home/apt,5,5,2,1,145
Entire home/apt,39,5,4,2,150
Entire home/apt,1,0,7,4,166
Entire home/apt,4,5,4,1,150
