room_type,reviews,overall_satisfaction,accommodates,bedrooms,price
Private room,0,0,2,1,429
Private room,0,0,2,1,400
Private room,10,4.5,2,1,500
Private room,136,4.5,4,1,500
Private room,1,0,2,1,499
Private room,6,4.5,2,1,210
Private room,0,0,2,1,200
Private room,0,0,2,1,200
Private room,1,0,2,1,205
Private room,0,0,4,2,300
Private room,0,0,2,1,288
Private room,1,0,2,1,249
Private room,0,0,2,1,300
Private room,0,0,2,1,290
Private room,1,0,2,1,275
Private room,0,0,3,0,300
Private room,5,4.5,3,1,209
Private room,0,0,2,1,300
Private room,0,0,2,1,299
Private room,0,0,2,1,300
Private room,0,0,2,1,300
Private room,0,0,2,1,225
Private room,0,0,2,1,300
Private room,0,0,2,1,300
Private room,0,0,2,1,237
Private room,0,0,2,1,300
Private room,0,0,2,1,250
Private room,0,0,2,1,300
Private room,0,0,2,1,255
Private room,1,0,2,1,299
Private room,0,0,2,1,300
Private room,0,0,4,2,300
Private room,0,0,2,1,300
Private room,0,0,2,2,225
Private room,1,0,3,1,300
Private room,0,0,4,1,300
Private room,1,0,2,1,300
Private room,16,4.5,6,1,250
Private room,1,0,2,1,300
Private room,0,0,2,1,275
Private room,0,0,2,0,240
Private room,1,0,2,1,300
Private room,0,0,4,2,228
Private room,2,0,2,1,100
Private room,0,0,1,1,100
Private room,0,0,3,1,88
Private room,58,5,2,1,90
Private room,6,5,2,1,82
Private room,0,0,2,2,100
Private room,0,0,1,1,85
Private room,3,4.5,2,1,99
Private room,3,4.5,4,1,100
Private room,17,5,2,1,100
Private room,1,0,3,1,82
Private room,29,5,2,1,90
Private room,17,5,2,2,90
Private room,60,5,4,1,90
Private room,5,5,2,1,87
Private room,9,5,2,1,99
Private room,0,0,2,1,100
Private room,4,5,2,1,95
Private room,9,4.5,4,1,89
Private room,0,0,1,1,90
Private room,0,0,2,1,100
Private room,0,0,3,1,90
Private room,0,0,2,1,100
Private room,10,5,2,1,100
Private room,0,0,2,1,100
Private room,8,4.5,2,1,100
Private room,0,0,2,0,100
Private room,2,0,2,1,90
Private room,52,4.5,2,1,90
Private room,8,4.5,2,1,90
Private room,33,4.5,2,1,90
Private room,0,0,2,3,90
Private room,20,5,2,1,90
Private room,6,4.5,2,1,95
Private room,4,5,1,1,97
Private room,0,0,2,1,95
Private room,0,0,2,1,100
Private room,0,0,4,2,100
Private room,1,0,1,1,90
Private room,47,5,1,1,85
Private room,37,5,1,1,95
Private room,0,0,1,1,100
Private room,6,5,2,1,93
Private room,11,5,2,1,90
Private room,0,0,1,1,94
Private room,6,3,2,1,85
Private room,0,0,2,1,85
Private room,1,0,2,1,88
Private room,0,0,1,1,95
Private room,1,0,2,1,95
Private room,1,0,1,1,95
Private room,0,0,2,1,85
Private room,2,0,1,1,90
Private room,0,0,2,1,95
Private room,2,0,2,1,100
Private room,1,0,1,1,100
Private room,1,0,3,2,86
Private room,1,0,2,1,89
Private room,0,0,2,1,100
Private room,1,0,2,1,85
Private room,2,0,2,1,100
Private room,6,4.5,4,1,99
Private room,11,5,4,1,85
Private room,1,0,2,1,95
Private room,0,0,2,1,99
Private room,35,4.5,2,1,84
Private room,1,0,1,1,85
Private room,0,0,2,1,100
Private room,49,4.5,2,1,100
Private room,0,0,2,1,90
Private room,0,0,2,1,98
Private room,31,5,2,1,100
Private room,10,5,2,1,95
Private room,11,5,2,1,89
Private room,15,5,1,1,90
Private room,22,5,2,1,95
Private room,7,4.5,1,1,95
Private room,0,0,1,1,88
Private room,2,0,2,1,99
Private room,0,0,2,1,99
Private room,0,0,2,1,82
Private room,2,0,2,1,100
Private room,0,0,1,0,90
Private room,2,0,2,1,94
Private room,22,5,3,1,98
Private room,5,4.5,2,2,99
Private room,12,5,1,1,100
Private room,0,0,8,1,100
Private room,60,5,1,1,85
Private room,21,5,4,1,89
Private room,28,5,2,1,90
Private room,7,4.5,2,1,90
Private room,27,4.5,2,1,95
Private room,1,0,2,1,90
Private room,44,5,2,1,95
Private room,9,5,2,1,93
Private room,0,0,16,0,100
Private room,1,0,3,1,100
Private room,6,5,2,1,99
Private room,34,5,2,1,90
Private room,2,0,2,1,92
Private room,6,4.5,1,1,90
Private room,2,0,2,1,95
Private room,2,0,2,1,88
Private room,0,0,2,1,90
Private room,11,5,2,1,89
Private room,33,5,2,1,89
Private room,0,0,2,1,100
Private room,6,4.5,2,1,85
Private room,2,0,2,1,89
Private room,1,0,2,1,85
Private room,2,0,2,1,90
Private room,56,4,1,1,85
Private room,0,0,2,1,81
Private room,15,5,2,1,85
Private room,1,0,2,1,82
Private room,5,5,1,1,88
Private room,77,5,2,0,98
Private room,18,5,2,1,99
Private room,0,0,1,1,85
Private room,3,4.5,2,1,87
Private room,13,4.5,2,1,85
Private room,55,4,2,2,89
Private room,0,0,2,1,89
Private room,0,0,2,1,99
Private room,6,5,4,1,85
Private room,0,0,2,1,90
Private room,0,0,2,1,85
Private room,93,5,4,1,90
Private room,1,0,2,1,90
Private room,0,0,2,1,90
Private room,5,5,2,1,85
Private room,10,5,1,1,99
Private room,10,5,1,1,99
Private room,0,0,1,1,90
Private room,1,0,2,1,93
Private room,0,0,2,1,90
Private room,1,0,2,1,100
Private room,0,0,3,1,89
Private room,2,0,2,1,100
Private room,5,5,2,1,99
Private room,4,4.5,4,1,90
Private room,2,0,1,1,85
Private room,16,4,1,1,85
Private room,25,5,2,1,90
Private room,0,0,2,1,90
Private room,0,0,1,1,100
Private room,2,0,2,1,100
Private room,103,5,2,1,100
Private room,32,4.5,1,1,100
Private room,0,0,2,1,100
Private room,0,0,4,0,90
Private room,1,0,2,1,85
Private room,17,5,2,1,85
Private room,1,0,4,1,100
Private room,1,0,3,1,85
Private room,30,5,1,1,95
Private room,6,5,4,1,83
Private room,6,5,2,1,85
Private room,14,5,4,1,90
Private room,0,0,1,1,95
Private room,0,0,2,1,95
Private room,0,0,2,1,100
Private room,1,0,2,1,100
Private room,3,4.5,2,1,100
Private room,0,0,2,1,100
Private room,4,5,2,1,99
Private room,1,0,1,1,100
Private room,1,0,1,1,96
Private room,4,5,1,1,85
Private room,82,5,2,1,99
Private room,5,5,2,1,95
Private room,47,5,2,1,85
Private room,0,0,2,1,99
Private room,109,4.5,4,1,89
Private room,0,0,1,3,90
Private room,1,0,2,1,100
Private room,1,0,2,1,100
Private room,2,0,2,1,90
Private room,117,5,2,1,97
Private room,1,0,4,2,99
Private room,4,5,2,1,83
Private room,78,5,2,1,85
Entire home/apt,1,0,2,0,20
Entire home/apt,3,4.5,5,1,40
Entire home/apt,19,4,2,1,40
Entire home/apt,1,0,2,1,40
Entire home/apt,0,0,3,0,35
Entire home/apt,27,5,4,1,35
Private room,0,0,6,3,500
Private room,10,5,4,1,245
Private room,19,4,4,1,195
Private room,5,3.5,4,2,125
Private room,0,0,2,0,310
Private room,0,0,2,1,423
Private room,0,0,2,0,335
Private room,0,0,3,1,350
Private room,0,0,2,1,500
Private room,0,0,2,1,500
Private room,0,0,2,1,350
Private room,0,0,2,1,325
Private room,0,0,2,1,500
Private room,0,0,4,2,350
Private room,0,0,4,1,340
Private room,0,0,2,1,270
Private room,8,4.5,3,1,229
Private room,0,0,3,1,299
Private room,17,5,2,1,230
Private room,0,0,3,1,300
Private room,0,0,2,1,250
Private room,0,0,2,1,210
Private room,0,0,2,1,250
Private room,0,0,2,1,195
Private room,1,0,2,1,190
Private room,26,5,2,1,195
Private room,18,5,2,1,190
Private room,2,0,2,1,155
Private room,1,0,2,1,155
Private room,0,0,2,0,145
Private room,18,4.5,2,1,180
Private room,0,0,2,1,150
Private room,0,0,2,1,150
Private room,1,0,4,2,175
Private room,3,5,2,1,130
Private room,0,0,1,2,125
Private room,0,0,2,1,125
Private room,12,5,2,0,135
Private room,55,5,2,1,125
Private room,66,5,2,1,125
Private room,49,5,2,1,120
Private room,5,5,2,1,125
Private room,4,5,2,1,130
Private room,22,5,4,2,135
Private room,8,5,2,1,125
Private room,82,4.5,4,1,125
Private room,0,0,1,1,110
Private room,0,0,2,1,115
Private room,1,0,2,1,120
Private room,1,0,2,1,120
Private room,0,0,1,1,115
Private room,1,0,1,1,110
Private room,0,0,2,1,119
Private room,0,0,2,1,110
Private room,1,0,2,1,120
Private room,9,5,2,1,105
Private room,0,0,2,1,120
Private room,27,4.5,2,1,110
Private room,8,4.5,2,1,115
Private room,2,0,3,1,105
Private room,43,4.5,5,1,104
Private room,11,5,2,1,110
Private room,0,0,2,1,103
Private room,17,5,2,1,120
Private room,8,5,2,1,109
Private room,8,5,2,1,110
Private room,0,0,1,1,119
Private room,1,0,4,2,120
Private room,3,5,1,1,115
Private room,1,0,2,1,120
Private room,2,0,2,1,115
Private room,1,0,2,1,120
Private room,5,5,2,1,109
Private room,24,5,2,1,101
Private room,2,0,2,1,119
Private room,1,0,3,1,105
Private room,16,5,2,1,107
Private room,0,0,1,1,115
Private room,0,0,2,1,120
Private room,16,5,2,1,105
Private room,0,0,2,1,114
Private room,6,5,2,1,105
Private room,0,0,2,1,110
Private room,38,5,2,1,109
Private room,2,0,2,1,107
Private room,3,4.5,2,1,115
Private room,29,5,3,1,120
Private room,7,4.5,2,1,112
Private room,0,0,1,1,110
Private room,5,5,1,1,120
Private room,1,0,2,1,120
Private room,15,4.5,2,1,115
Private room,14,5,2,1,120
Private room,1,0,1,1,120
Private room,7,5,2,1,120
Private room,26,5,2,1,118
Private room,1,0,2,1,115
Private room,63,5,2,1,104
Private room,15,5,2,1,102
Private room,20,5,3,1,115
Private room,1,0,2,1,110
Private room,51,5,2,1,120
Private room,309,5,2,1,107
Private room,1,0,2,1,110
Private room,0,0,1,1,120
Private room,137,5,2,1,119
Private room,52,5,1,1,109
Private room,24,5,2,1,108
Private room,60,5,3,1,105
Private room,51,5,4,1,115
Private room,64,4.5,2,1,110
Private room,20,5,2,1,110
Private room,41,5,2,1,109
Private room,6,5,2,1,119
Private room,2,0,2,1,110
Private room,3,5,2,1,110
Private room,30,5,1,1,117
Private room,24,5,2,1,120
Private room,55,5,2,1,116
Private room,47,5,2,1,110
Private room,16,5,2,1,120
Private room,10,4.5,3,1,120
Private room,8,5,2,1,120
Private room,1,0,2,1,109
Private room,117,5,2,1,110
Private room,155,4.5,2,1,115
Private room,76,4.5,2,1,105
Private room,33,5,5,1,120
Private room,210,5,2,1,120
Private room,286,4.5,2,1,110
Private room,12,5,2,1,109
Private room,16,5,2,1,120
Private room,5,5,2,1,95
Private room,0,0,1,1,95
Private room,0,0,2,1,80
Private room,0,0,2,1,100
Private room,40,5,2,1,95
Private room,39,5,5,1,94
Private room,17,5,2,1,85
Private room,1,0,1,1,100
Private room,2,0,2,1,100
Private room,1,0,2,1,90
Private room,0,0,1,1,90
Private room,0,0,1,1,99
Private room,12,4.5,1,1,90
Private room,3,5,2,1,100
Private room,2,0,2,1,95
Private room,72,5,2,1,100
Private room,23,5,2,1,100
Private room,180,5,2,1,85
Private room,32,5,3,1,87
Private room,162,5,2,1,85
Private room,34,5,2,1,89
Private room,200,4.5,4,1,90
Private room,2,0,2,1,95
Private room,5,5,2,1,85
Private room,1,0,2,1,100
Private room,3,5,3,2,100
Private room,21,5,2,1,84
Private room,11,4.5,1,1,100
Private room,13,5,2,1,100
Private room,19,4.5,2,1,99
Private room,3,4.5,2,1,99
Private room,221,5,5,1,99
Private room,1,0,1,1,100
Private room,7,5,2,1,85
Private room,24,5,2,1,99
Private room,107,5,2,1,99
Private room,20,4.5,1,1,88
Private room,5,5,2,1,100
Private room,5,4,3,1,100
Private room,21,5,2,1,90
Private room,0,0,2,1,85
Private room,13,4.5,2,1,95
Private room,3,5,2,1,99
Private room,33,5,6,3,100
Private room,95,5,2,1,99
Private room,17,5,1,1,85
Private room,4,4,2,1,85
Private room,75,4.5,2,1,87
Private room,1,0,2,1,90
Private room,15,5,3,2,95
Private room,28,5,4,1,98
Private room,40,5,2,1,90
Private room,14,5,2,1,94
Private room,4,5,2,1,100
Private room,7,5,4,1,89
Private room,3,5,4,1,90
Private room,0,0,2,1,85
Private room,10,5,2,1,99
Private room,28,4.5,4,1,85
Private room,0,0,5,1,85
Private room,4,5,2,1,89
Private room,33,5,2,1,82
Private room,28,5,2,1,89
Private room,1,0,1,1,95
Private room,0,0,2,1,100
Private room,40,5,2,1,85
Private room,9,5,2,1,95
Private room,36,4.5,2,1,99
Private room,34,4.5,2,1,95
Private room,1,0,2,1,95
Private room,17,5,1,1,90
Private room,0,0,1,1,100
Private room,25,5,2,1,100
Private room,2,0,2,1,84
Private room,49,5,2,1,85
Private room,23,5,1,1,95
Private room,2,0,2,1,98
Private room,20,4.5,2,1,90
Private room,16,5,4,2,95
Private room,1,0,3,1,90
Private room,6,5,2,1,85
Private room,1,0,2,1,90
Private room,64,5,2,1,95
Private room,4,4.5,2,1,100
Private room,56,4.5,4,1,95
Private room,34,5,2,1,90
Private room,33,4.5,2,1,90
Private room,33,5,2,1,88
Private room,13,5,4,1,92
Private room,1,0,2,1,85
Private room,80,4.5,2,1,90
Private room,442,5,3,1,85
Private room,31,4.5,4,1,98
Private room,35,5,2,1,100
Private room,14,5,2,1,95
Private room,15,5,2,1,95
Private room,28,4.5,4,1,90
Private room,20,4.5,2,1,100
Private room,0,0,1,0,99
Private room,30,5,6,1,95
Private room,11,5,2,1,95
Private room,22,5,2,1,96
Private room,1,0,2,1,85
Private room,37,5,2,1,99
Private room,4,5,1,1,85
Private room,23,5,2,1,85
Private room,16,5,2,1,100
Private room,55,4.5,2,1,100
Private room,1,0,2,1,100
Private room,52,5,1,1,85
Private room,20,5,2,1,85
Private room,22,5,4,1,99
Private room,31,5,2,1,85
Private room,8,5,2,1,100
Private room,5,5,1,1,90
Private room,7,4.5,4,1,90
Private room,11,5,2,1,100
Private room,6,4.5,2,1,100
Private room,26,5,2,1,98
Private room,0,0,6,1,85
Private room,62,5,2,1,100
Private room,39,5,3,1,95
Private room,3,5,1,1,99
Private room,11,5,2,1,85
Private room,36,5,2,1,86
Private room,0,0,6,3,95
Private room,0,0,2,1,90
Private room,0,0,2,1,90
Private room,5,5,2,1,90
Private room,34,5,2,1,89
Private room,59,5,2,1,94
Private room,56,5,2,1,95
Private room,9,4.5,2,1,91
Private room,94,5,3,1,99
Private room,60,5,2,1,84
Private room,9,5,2,1,99
Private room,113,5,2,1,95
Private room,19,5,2,1,88
Private room,33,4.5,2,1,88
Private room,6,5,2,1,95
Private room,1,0,2,1,99
Private room,71,5,2,1,90
Private room,93,5,2,1,99
Private room,33,5,3,1,100
Private room,1,0,2,1,100
Private room,151,5,2,1,84
Private room,29,4.5,1,1,89
Private room,50,5,2,1,90
Private room,17,4.5,1,1,99
Private room,75,5,2,1,90
Private room,259,4.5,2,1,90
Private room,20,4.5,1,1,99
Private room,27,4.5,3,1,85
Private room,139,4.5,2,1,99
Private room,32,4.5,3,1,90
Private room,101,4.5,2,1,95
Private room,219,4.5,2,1,100
Private room,39,4.5,1,1,99
Private room,51,5,2,1,87
Private room,8,5,2,1,100
Private room,114,5,2,1,89
Private room,59,4.5,2,1,84
Private room,5,5,4,2,100
Private room,117,5,2,1,99
Private room,27,5,1,1,100
Private room,190,5,1,1,84
Private room,186,5,2,1,90
Private room,110,5,4,1,94
Private room,17,5,4,2,89
Private room,98,5,3,1,90
Private room,103,5,4,1,85
Private room,40,5,2,1,81
Private room,151,5,2,1,90
Private room,78,4.5,2,1,96
Private room,8,5,3,1,85
Private room,11,5,2,1,95
Private room,83,5,3,1,87
Private room,40,5,2,1,85
Private room,173,5,4,1,85
Private room,46,5,2,1,90
Private room,27,5,3,1,84
Private room,40,5,2,1,89
Private room,73,5,2,1,94
Private room,34,5,2,1,99
Private room,212,5,2,1,94
Private room,4,5,2,1,100
Private room,21,5,2,1,89
Private room,28,5,2,1,89
Private room,21,5,2,1,95
Private room,25,4.5,2,1,90
Private room,247,4.5,2,1,95
Private room,94,5,3,1,82
Private room,38,5,2,1,99
Private room,72,5,4,1,92
Private room,175,5,2,1,94
Private room,20,5,2,1,85
Private room,45,5,4,2,85
Private room,84,4.5,1,1,99
Private room,15,5,2,1,100
Private room,19,5,2,2,81
Private room,13,5,2,1,90
Private room,3,5,2,1,85
Private room,3,5,1,1,90
Private room,47,4.5,1,1,90
Private room,9,4.5,4,1,89
Private room,18,5,2,1,98
Private room,8,4.5,2,1,99
Private room,27,5,2,1,88
Private room,1,0,2,1,98
Private room,0,0,2,1,98
Private room,6,5,1,1,100
Private room,2,0,2,1,100
Private room,0,0,3,1,95
Private room,16,5,2,1,95
Private room,1,0,2,1,90
Private room,0,0,1,1,95
Private room,0,0,2,1,90
Private room,3,5,2,1,85
Private room,95,5,2,1,99
Private room,8,5,3,1,90
Private room,1,0,2,1,100
Private room,9,4.5,2,1,82
Private room,9,5,2,1,95
Private room,31,5,1,1,99
Private room,6,5,2,1,85
Private room,60,5,2,1,90
Private room,94,5,2,1,90
Private room,2,0,2,1,65
Private room,0,0,2,1,75
Private room,0,0,2,1,65
Private room,0,0,3,1,75
Private room,114,5,2,1,75
Private room,4,5,2,1,70
Private room,11,5,2,1,65
Private room,1,0,1,1,70
Private room,17,5,2,1,80
Private room,43,5,2,1,75
Private room,0,0,3,1,75
Private room,7,5,2,1,65
Private room,2,0,2,1,75
Private room,1,0,2,0,75
Private room,0,0,1,1,65
Private room,2,0,2,1,75
Private room,2,0,2,1,71
Private room,57,4.5,2,1,80
Private room,0,0,1,1,75
Private room,4,5,2,1,63
Private room,0,0,1,1,75
Private room,6,4,2,1,65
Private room,0,0,1,1,70
Private room,0,0,3,1,75
Private room,15,4.5,2,1,70
Private room,45,5,2,1,75
Private room,28,4.5,1,1,65
Private room,2,0,3,1,77
Private room,0,0,1,1,80
Private room,0,0,2,1,65
Private room,0,0,2,1,69
Private room,18,4.5,1,1,65
Private room,1,0,2,1,75
Private room,2,0,2,1,75
Private room,1,0,1,1,70
Private room,1,0,1,1,65
Private room,203,5,2,1,69
Private room,0,0,2,1,80
Private room,0,0,2,1,80
Private room,6,4.5,3,1,72
Private room,1,0,2,1,65
Private room,37,5,1,1,71
Private room,41,4.5,2,1,63
Private room,61,4.5,4,1,72
Private room,20,5,2,1,75
Private room,0,0,2,1,74
Private room,32,5,2,1,75
Private room,15,5,2,1,70
Private room,2,0,2,1,80
Private room,1,0,2,1,70
Private room,94,4.5,4,1,71
Private room,8,5,1,1,62
Private room,8,5,2,1,68
Private room,5,4.5,3,1,70
Private room,14,5,2,1,70
Private room,28,5,4,1,85
Private room,7,5,2,1,85
Private room,250,5,2,0,85
Private room,99,5,2,1,81
Private room,183,5,2,1,92
Private room,27,5,2,1,99
Private room,70,4.5,3,1,95
Private room,72,5,2,1,90
Private room,11,5,2,1,85
Private room,109,4.5,2,1,65
Private room,32,4.5,3,1,75
Private room,56,5,2,1,79
Private room,51,4.5,2,1,70
Private room,65,4.5,2,1,65
Private room,79,5,2,1,70
Private room,13,5,2,1,65
Private room,22,5,2,1,70
Private room,23,5,2,1,79
Private room,0,0,2,1,65
Private room,0,0,2,1,70
Private room,3,5,1,1,79
Private room,0,0,2,2,65
Private room,3,4.5,1,1,70
Private room,0,0,2,1,75
Private room,0,0,3,1,65
Private room,1,0,2,1,80
Private room,0,0,2,1,70
Private room,13,5,2,1,80
Private room,14,4.5,1,1,74
Private room,1,0,2,1,75
Private room,3,5,2,1,65
Private room,0,0,2,1,61
Private room,45,4.5,1,1,75
Private room,0,0,2,1,80
Private room,7,4.5,1,1,80
Private room,18,5,3,1,68
Private room,0,0,2,1,80
Private room,5,4.5,2,1,71
Private room,6,5,1,1,75
Private room,0,0,2,1,75
Private room,0,0,1,1,75
Private room,23,5,1,1,75
Private room,0,0,2,1,75
Private room,2,0,2,1,80
Private room,8,5,2,1,65
Private room,1,0,2,1,65
Private room,7,4.5,2,1,75
Private room,31,5,1,1,65
Private room,0,0,2,1,65
Private room,22,5,2,1,65
Private room,0,0,2,1,71
Private room,0,0,2,2,75
Private room,0,0,2,1,75
Private room,7,4.5,2,1,70
Private room,0,0,2,1,70
Private room,1,0,2,1,70
Private room,0,0,2,1,70
Private room,24,5,2,1,72
Private room,8,5,2,1,75
Private room,5,5,2,1,71
Private room,13,4.5,5,2,65
Private room,1,0,2,1,80
Private room,67,4.5,2,1,77
Private room,5,4,2,1,68
Private room,27,5,2,1,70
Private room,0,0,2,1,65
Private room,0,0,1,1,61
Private room,0,0,2,1,70
Private room,11,4,2,1,80
Private room,1,0,2,1,64
Private room,57,5,2,1,80
Private room,20,4.5,1,1,80
Private room,19,5,2,1,69
Private room,1,0,2,1,75
Private room,28,4.5,2,1,76
Private room,9,5,2,1,75
Private room,2,0,2,1,62
Private room,8,5,2,1,69
Private room,0,0,2,1,70
Private room,6,5,3,1,75
Private room,3,4,2,1,79
Private room,6,5,2,1,70
Private room,8,4.5,2,1,65
Private room,9,5,2,1,75
Private room,115,5,5,1,79
Private room,1,0,2,1,75
Private room,0,0,2,1,65
Private room,9,5,2,1,80
Private room,0,0,1,1,80
Private room,6,5,2,1,70
Private room,1,0,1,1,70
Private room,0,0,1,1,75
Private room,37,5,2,1,69
Private room,2,0,2,1,79
Private room,0,0,4,1,70
Private room,19,5,2,1,65
Private room,4,5,2,1,69
Private room,3,4.5,2,1,64
Private room,0,0,2,1,70
Private room,1,0,2,1,80
Private room,2,0,2,1,65
Private room,56,5,2,1,70
Private room,1,0,2,1,75
Private room,2,0,2,1,70
Private room,9,4,2,1,75
Private room,1,0,2,1,80
Private room,4,4.5,1,1,75
Private room,0,0,1,1,64
Private room,3,4.5,1,1,80
Private room,0,0,2,1,70
Private room,6,4.5,1,1,69
Private room,4,5,2,1,70
Private room,11,4.5,2,1,79
Private room,27,4.5,2,1,68
Private room,0,0,2,1,80
Private room,1,0,2,1,73
Private room,100,4.5,2,1,80
Private room,2,0,1,1,75
Private room,28,5,2,1,70
Private room,0,0,1,0,80
Private room,14,5,2,1,80
Private room,5,5,2,1,80
Private room,13,4.5,1,1,67
Private room,95,4.5,2,1,78
Private room,0,0,2,1,80
Private room,48,4.5,2,1,76
Private room,5,5,1,1,65
Private room,36,5,2,1,75
Private room,1,0,2,1,65
Private room,1,0,1,1,75
Private room,4,5,2,1,80
Private room,2,0,3,1,79
Private room,26,4.5,2,1,65
Private room,16,5,2,1,75
Private room,1,0,2,1,70
Private room,28,5,1,1,65
Private room,0,0,2,1,72
Private room,14,5,2,1,76
Private room,31,5,2,1,72
Private room,0,0,2,1,71
Private room,23,5,2,1,65
Private room,60,5,2,1,75
Private room,0,0,2,1,69
Private room,23,5,1,1,65
Private room,14,4.5,2,1,65
Private room,25,4.5,2,1,65
Private room,0,0,2,1,70
Private room,0,0,2,1,70
Private room,11,5,4,1,80
Private room,7,5,1,1,65
Private room,3,5,2,1,80
Private room,7,5,2,1,79
Private room,3,5,1,1,65
Private room,21,5,2,1,80
Private room,1,0,2,1,75
Private room,3,4.5,3,1,61
Private room,23,5,2,1,70
Private room,34,4.5,2,1,72
Private room,1,0,2,1,76
Private room,1,0,1,1,75
Private room,16,5,2,1,70
Private room,2,0,2,1,80
Private room,3,5,2,1,73
Private room,91,4,2,1,80
Private room,6,4.5,2,1,70
Private room,5,4,2,1,70
Private room,58,5,2,1,67
Private room,0,0,2,1,80
Private room,5,4.5,2,1,75
Private room,6,5,1,1,75
Private room,126,4.5,2,1,79
Private room,0,0,2,1,80
Private room,17,5,2,1,75
Private room,1,0,2,1,80
Private room,67,4.5,1,1,70
Private room,10,5,4,1,65
Private room,43,4.5,2,1,65
Private room,1,0,2,1,72
Private room,2,0,2,1,65
Private room,76,4.5,2,1,75
Private room,38,5,2,1,75
Private room,0,0,2,1,75
Private room,5,5,2,1,65
Private room,0,0,2,1,79
Private room,120,4.5,1,1,70
Private room,45,4.5,2,1,80
Private room,7,4.5,4,1,80
Private room,1,0,2,1,79
Private room,1,0,2,1,70
Private room,7,5,1,1,63
Private room,1,0,1,1,76
Private room,23,5,2,1,72
Private room,7,5,2,1,65
Private room,4,5,2,1,80
Private room,16,4.5,2,1,70
Private room,34,5,2,1,75
Private room,79,4.5,2,1,64
Private room,2,0,2,1,75
Private room,30,4.5,2,1,78
Private room,5,4.5,1,1,75
Private room,55,5,1,1,80
Private room,14,5,2,1,80
Private room,6,5,2,1,71
Private room,193,5,2,1,78
Private room,109,5,2,1,65
Private room,138,5,2,1,62
Private room,0,0,2,1,75
Private room,0,0,2,2,74
Private room,0,0,2,1,70
Private room,2,0,2,1,69
Private room,0,0,2,1,70
Private room,8,5,4,1,65
Private room,0,0,1,1,63
Private room,2,0,3,1,62
Private room,30,5,2,1,75
Private room,62,5,2,1,69
Private room,21,5,2,0,80
Private room,12,5,1,1,70
Private room,2,0,2,1,75
Private room,5,5,2,1,75
Private room,6,5,2,1,69
Private room,18,4.5,4,1,65
Private room,29,5,2,1,74
Private room,19,5,2,1,69
Private room,33,4,2,1,68
Private room,14,5,2,1,63
Private room,46,4.5,2,1,76
Private room,56,5,2,1,69
Private room,38,4.5,2,1,69
Private room,149,5,2,1,69
Private room,1,0,1,1,65
Private room,0,0,1,1,70
Private room,1,0,2,1,66
Private room,6,4.5,2,1,66
Private room,1,0,1,1,75
Private room,0,0,2,1,75
Private room,5,4,2,1,65
Private room,4,5,1,1,70
Private room,35,5,1,1,79
Private room,31,5,2,1,70
Private room,56,5,2,1,75
Private room,0,0,2,1,65
Private room,0,0,2,1,70
Private room,0,0,2,1,71
Private room,0,0,2,1,75
Private room,40,5,2,1,70
Private room,193,5,2,1,80
Private room,0,0,2,1,79
Private room,25,5,2,1,72
Private room,0,0,2,1,78
Private room,8,4.5,2,1,65
Private room,0,0,2,1,75
Private room,0,0,2,1,75
Private room,0,0,1,1,77
Private room,6,5,2,1,75
Private room,1,0,1,1,75
Private room,8,4.5,2,1,70
Private room,10,3.5,2,1,69
Private room,1,0,2,1,75
Private room,0,0,1,1,80
Private room,25,5,2,1,75
Private room,2,0,1,1,65
Private room,7,5,2,1,80
Private room,31,5,2,1,80
Private room,0,0,2,1,75
Private room,0,0,1,3,75
Private room,0,0,2,1,70
Private room,9,4.5,2,1,75
Private room,7,4.5,2,1,65
Private room,7,5,1,1,80
Private room,4,5,2,1,65
Private room,61,5,2,1,65
Private room,14,4.5,2,1,65
Private room,3,4.5,2,1,66
Private room,13,5,2,1,80
Private room,3,4.5,2,1,75
Private room,33,4.5,2,1,68
Private room,92,5,2,1,65
Private room,31,4.5,2,1,80
Private room,4,4.5,2,1,69
Private room,12,4,1,1,75
Private room,15,5,2,1,79
Private room,6,5,2,1,80
Private room,6,4.5,2,1,78
Private room,10,5,1,1,80
Private room,0,0,4,1,75
Private room,53,5,2,1,80
Private room,6,5,2,1,65
Private room,10,4.5,2,1,75
Private room,82,5,2,1,80
Private room,0,0,2,1,75
Private room,30,5,3,1,68
Private room,0,0,2,1,65
Private room,44,5,2,1,70
Private room,15,5,2,1,68
Private room,24,5,2,1,67
Private room,3,5,1,1,70
Private room,40,5,2,1,79
Private room,1,0,2,1,79
Private room,17,5,2,1,69
Private room,110,5,2,1,80
Private room,7,5,1,1,70
Private room,4,4.5,1,1,75
Private room,0,0,2,2,75
Private room,10,5,1,1,69
Private room,0,0,4,1,76
Private room,7,4,2,1,69
Private room,9,4.5,1,1,65
Private room,17,5,2,1,80
Private room,11,5,2,1,80
Private room,156,5,4,1,80
Private room,48,5,2,1,72
Private room,48,5,2,1,75
Private room,3,5,1,1,75
Private room,22,5,2,1,67
Private room,0,0,2,1,73
Private room,0,0,2,1,71
Private room,120,5,2,1,67
Private room,24,4.5,2,1,75
Private room,55,5,2,1,80
Private room,126,4.5,2,1,80
Private room,4,5,4,2,79
Private room,7,5,2,1,79
Private room,9,5,1,1,65
Private room,391,5,2,1,80
Private room,55,5,1,1,61
Private room,4,5,3,1,70
